1;JANDARK 5 MG 56 FILM KAPLI TABLET;L04AA29;tofacitinib;ILKO ILAÇ SAN. VE TIC. A.S.;Normal
4872;NICORETTE QUICKMIST 1 MG/SPREY NANELI ORAL MUKOZAYA UYGULANACAK SPREY, COZELTI (1 SISE);N07BA01;nicotine;JOHNSON AND JOHNSON SIHHI MAL. SAN. VE TIC. LTD. STI.;Normal
4873;NICORETTE QUICKMIST 1 MG/SPREY NANELI ORAL MUKOZAYA UYGULANACAK SPREY, COZELTI (2 SISE);N07BA01;nicotine;JOHNSON AND JOHNSON SIHHI MAL. SAN. VE TIC. LTD. STI.;Normal
4874;NICOTINELL 2 MG NIKOTIN ICEREN NANELI SAKIZ (24);N07BA01;nicotine;GLAXOSMITHKLINE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4875;NICOTINELL 2 MG NIKOTIN ICEREN NANELI SAKIZ (96);N07BA01;nicotine;GLAXOSMITHKLINE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4876;NICOTINELL TTS 10  17,5 MG 7 FLASTER;N07BA01;nicotine;GLAXOSMITHKLINE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4877;NICOTINELL TTS 20  35 MG 7 FLASTER;N07BA01;nicotine;GLAXOSMITHKLINE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4878;NICOTINELL TTS 30  52,5 MG 7 FLASTER;N07BA01;nicotine;GLAXOSMITHKLINE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4879;NIDAZOL 250 MG 20 TABLET;P01AB01;metronidazole;I.E. ULAGAY ILAÇ SANAYII TÜRK A.S.;Normal
4880;NIDAZOL 5 ML 200 MG 100 ML SOLUSYON;P01AB01;metronidazole;I.E. ULAGAY ILAÇ SANAYII TÜRK A.S.;Normal
4881;NIDAZOL 500 MG 20 F.TABLET;P01AB01;metronidazole;I.E. ULAGAY ILAÇ SANAYII TÜRK A.S.;Normal
4882;NIDAZOL PED 50 MG SOL.;P01AB01;metronidazole;I.E. ULAGAY ILAÇ SANAYII TÜRK A.S.;Normal
4883;NIDAZOL-M 500 MG 500 MG 14 VAJ.TABLET;G01AF20;combinations of imidazole derivatives;I.E. ULAGAY ILAÇ SANAYII TÜRK A.S.;Normal
4884;NIDICARD 10 MG 30 KAPSUL;C08CA05;nifedipine;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
4885;NIMEKSIL JEL % 1 30 GR JEL;M02AA26;nimesulide;TERRA ILAÇ VE KIMYA SAN. TIC. A.S.;Normal
4886;NIMELID %1 30 GR JEL;M02AA26;nimesulide;DEVA HOLDING A.S.;Normal
4887;NIMELID 100 MG 15 TABLET;M01AX17;nimesulide;DEVA HOLDING A.S.;Normal
4889;NIMES %1 30 GR TOPIKAL JEL;M02AA26;nimesulide;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
4890;NIMES 100 MG 15 TABLET;M01AX17;nimesulide;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
4891;NIMES COMBO 100 MG/ 8 MG 14 TABLET;M03BX55;thiocolchicoside, combinations;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
4892;NIMOKAIN %1+%5 JEL  50 G;M02AA26;nimesulide;PHARMACTIVE ILAÇ SAN. VE TIC. A.S.;Normal
4893;NIMOTOP 0,2 MG 1 FLAKON;C08CA06;nimodipine;BAYER TÜRK KIMYA SAN. LTD. STI.;Normal
4894;NIMOTOP 30 MG 30 TABLET;C08CA06;nimodipine;BAYER TÜRK KIMYA SAN. LTD. STI.;Normal
4895;NINAX 25 MG/10 ML IV INFUZYON ICIN KONSANTRE COZELTI ICEREN 1 AMPUL;C08CA04;nicardipine;HAVER FARMA ILAÇ ANONIM SIRKETI;Normal
4896;NINLARO 2,3 MG 3 KAPSUL;L01XG03;ixazomib ;TAKEDA ILAÇ SAGLIK SANAYI TICARET LTD.STI.;Normal
4897;NINLARO 3 MG 3 KAPSUL;L01XG03;ixazomib ;TAKEDA ILAÇ SAGLIK SANAYI TICARET LTD.STI.;Normal
4898;NINLARO 4 MG 3 KAPSUL;L01XG03;ixazomib ;TAKEDA ILAÇ SAGLIK SANAYI TICARET LTD.STI.;Normal
4899;NIOSTA 100000 U/ML ORAL SUSPANSIYON 48 ML;A07AA02;nystatin;SABA ILAÇ SANAYI VE TICARET A.S.;Normal
4900;NIPIDOL 10 MG 20 TABLET;C08CA01;amlodipine;BIOFARMA ILAÇ SANAYI VE TICARET A.S.;Normal
4901;NIPIDOL 10 MG 30 TABLET;C08CA01;amlodipine;BIOFARMA ILAÇ SANAYI VE TICARET A.S.;Normal
4902;NIPIDOL 5 MG 20 TABLET;C08CA01;amlodipine;BIOFARMA ILAÇ SANAYI VE TICARET A.S.;Normal
4903;NIPIDOL 5 MG 30 TABLET;C08CA01;amlodipine;BIOFARMA ILAÇ SANAYI VE TICARET A.S.;Normal
4904;NITROLINGUAL PUMP 0,4 MG 250 PUSKURTME SPREY;C01DA02;glyceryl trinitrate;FARMA-TEK ILAÇ SANAYI VE TICARET A.S;Normal
4905;NOGISFER 100 MG/5 ML ORAL COZELTI, 100 ML (1 SISE);B03AB05;ferric oxide polymaltose complexes;LILYUM ILAÇ VE KIMYA SANAYI TICARET LIMITED SIRKETI;Normal
4906;NOKREV 50 MG FILM KAPLI TABLET;N07BB04;naltrexone;LIBA LABORATUARLARI A.S.;Normal
4907;NOOTROPIL 1 GR 12 AMPUL;N06BX03;piracetam;UCB PHARMA A.S.;Normal
4908;NOOTROPIL 200 ML SURUP;N06BX03;piracetam;UCB PHARMA A.S.;Normal
4909;NOOTROPIL 800 MG 30 FILM TABLET;N06BX03;piracetam;UCB PHARMA A.S.;Normal
4910;NOPOT 880 MG/ 1 G GRANUL (20 SASE);V03AE01;polystyrene sulfonate;DINÇSA ILAÇ SAN. VE TIC. A.S.;Normal
4911;NORDITROPIN NORDIFLEX 10 MG/1.5 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR KALEM;H01AC01;somatropin;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
4912;"NORDITROPIN NORDIFLEX 15 MG/1.5 ML  ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR KALEM ";H01AC01;somatropin;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
4913;NORDITROPIN NORDIFLEX 5 MG/1.5 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR KALEM;H01AC01;somatropin;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
4914;NORLOPIN 10 MG 30 TABLET;C08CA01;amlodipine;SABA ILAÇ SANAYI VE TICARET A.S.;Normal
4915;NORLOPIN 5 MG 20 TABLET;C08CA01;amlodipine;SABA ILAÇ SANAYI VE TICARET A.S.;Normal
4916;NORM-ASIDOZ 1000 MG GASTRO REZISTAN TABLET;A02AH;Antacids with sodium bicarbonate;DROGSAN ILAÇLARI SAN. VE TIC. A.S.;Normal
4917;NORMATIN %0.5 5 ML GOZ DAMLASI, COZELTI;S01ED01;timolol;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
4918;NORMOPRES 10 MG 30 TABLET;C08CA01;amlodipine;ALI RAIF ILAÇ SANAYI A.S.;Normal
4919;NORMOPRES 5 MG 30 TABLET;C08CA01;amlodipine;ALI RAIF ILAÇ SANAYI A.S.;Normal
4920;NORMOTRI 10 MG/1,25 MG/4,07 MG FILM KAPLI TABLET (30 TABLET);C09BX01;perindopril, amlodipine and indapamide;ALI RAIF ILAÇ SANAYI A.S.;Normal
4921;NORMOTRI 5 MG/1,25 MG/4,07 MG FILM KAPLI TABLET (30 TABLET);C09BX01;perindopril, amlodipine and indapamide;ALI RAIF ILAÇ SANAYI A.S.;Normal
4922;NORMOTRI FORT 10 MG/2,5 MG/8,14 MG FILM KAPLI TABLET;C09BX01;perindopril, amlodipine and indapamide;ALI RAIF ILAÇ SANAYI A.S.;Normal
4923;NORMOTRI FORT 5 MG/2,5 MG/8,14 MG FILM KAPLI TABLET;C09BX01;perindopril, amlodipine and indapamide;ALI RAIF ILAÇ SANAYI A.S.;Normal
4924;NORODOL 10 MG 30 TABLET;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4925;NORODOL 10 MG 5 AMPUL;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4926;NORODOL 20 MG 20 TABLET;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4927;NORODOL 20 ML 2 MG DAMLA;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4928;NORODOL 5 MG 5 AMPUL;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4929;NORODOL 5 MG 50 TABLET;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4930;NORODOL DEKANOAT 50 MG/ML IM ENJ. ICIN COZELTI 1 ML 1 AMPUL;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4931;NORODOL DEKANOAT 50 MG/ML IM ENJ. ICIN COZELTI 3 ML 1 AMPUL;N05AD01;haloperidol;ALI RAIF ILAÇ SANAYI A.S.;Normal
4932;NOROGRIZOVIM 1 MG/ML + 100/100 MG/2 ML IM ENJEKSIYONLUK COZELTI;B03BA53;hydroxocobalamin, combinations;DEVA HOLDING A.S.;Normal
4933;NORSOL %1 5 ML DAMLA;S03BA02;prednisolone;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
4934;NORVASC 10 MG 30 TABLET;C08CA01;amlodipine;VIATRIS ILAÇLARI LIMITED SIRKETI;Normal
4935;NORVASC 10 MG 90 TABLET;C08CA01;amlodipine;VIATRIS ILAÇLARI LIMITED SIRKETI;Normal
4936;NORVASC 5 MG 30 TABLET;C08CA01;amlodipine;VIATRIS ILAÇLARI LIMITED SIRKETI;Normal
4937;NORVASC 5 MG 90 TABLET;C08CA01;amlodipine;VIATRIS ILAÇLARI LIMITED SIRKETI;Normal
4938;NORVIR 100 MG 30 FILM TABLET;J05AE03;ritonavir;ABBVIE TIBBI ILAÇLAR SANAYI VE TICARET LIMITED SIRKETI;Normal
4939;NOSKAR JEL;D03AX;Other cicatrizants;DINÇSA ILAÇ SAN. VE TIC. A.S.;Normal
4940;NOSPAZM 40 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET);A03AB06;otilonium bromide;PHARMACTIVE ILAÇ SAN. VE TIC. A.S.;Normal
4941;NOTTA 10 MG 28 FILM TABLET;R03DC03;montelukast;ARVEN ILAÇ SANAYI VE TICARET A.S.;Normal
4942;NOTTA 10 MG FILM KAPLI TABLET (28 TABLET);R03DC03;montelukast;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
4943;NOTTA 4 MG 28 CIGNEME TABLETI;R03DC03;montelukast;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
4944;NOTTA 4 MG 28 CIGNEME TABLETI;R03DC03;montelukast;ARVEN ILAÇ SANAYI VE TICARET A.S.;Normal
4945;NOTTA 4 MG PEDIYATRIK ORAL GRANUL 28 SASE;R03DC03;montelukast;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
4946;NOTTA 5 MG 28 CIGNEME TABLETI;R03DC03;montelukast;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
4947;NOTTA 5 MG 28 CIGNEME TABLETI;R03DC03;montelukast;ARVEN ILAÇ SANAYI VE TICARET A.S.;Normal
4948;NOTUSS 50 MG SR 20 TABLET;R05DB13;butamirate;TRIPHARMA ILAÇ SANAYI VE TICARET A.S;Normal
4949;NOTUSS 7,5 MG/5 ML 100 ML SURUP;R05DB13;butamirate;TRIPHARMA ILAÇ SANAYI VE TICARET A.S;Normal
4950;NOTUSS FORT 100 ML SURUP;R05DB13;butamirate;TRIPHARMA ILAÇ SANAYI VE TICARET A.S;Normal
4951;NOVALGIN %5 10 ML ORAL DAMLA;N02BB02;metamizole sodium;SANOFI SAGLIK ÜRÜNLERI LTD. STI.;Normal
4952;NOVALGIN %5 100 ML SURUP;N02BB02;metamizole sodium;OPELLA HEALTHCARE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4953;NOVALGIN 2 ML 10 AMPUL;N02BB02;metamizole sodium;OPELLA HEALTHCARE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4954;NOVALGIN 2 ML 10 AMPUL;N02BB02;metamizole sodium;SANOFI SAGLIK ÜRÜNLERI LTD. STI.;Normal
4955;NOVALGIN 500 MG 20 TABLET;N02BB02;metamizole sodium;SANOFI SAGLIK ÜRÜNLERI LTD. STI.;Normal
4956;NOVALGIN 500 MG TABLET (20 TABLET);N02BB02;metamizole sodium;OPELLA HEALTHCARE TÜKETICI SAGLIGI ANONIM SIRKETI;Normal
4957;NOVAMIZOL 1000 MG/2 ML IM/IV ENJEKSIYON ICIN COZELTI ICEREN 10 AMPUL;N02BB02;metamizole sodium;TÜM - EKIP ILAÇ A.S;Normal
4960;NOVAVIR 75 MG SERT KAPSUL (10 ADET);J05AH02;oseltamivir;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
4961;NOVILS 250 MG SERT KAPSUL;A16AX12;trientine;GEN ILAÇ VE SAGLIK ÜRÜNLERI SAN.VE TIC. A.S.;Normal
4962;NOVOEIGHT 1000IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU;B02BD02;coagulation factor viii;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
4963;NOVOEIGHT 1500IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU;B02BD02;coagulation factor viii;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
4964;NOVOEIGHT 2000IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU;B02BD02;coagulation factor viii;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
4965;NOVOEIGHT 250IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU;B02BD02;coagulation factor viii;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
4966;NOVOEIGHT 500IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU;B02BD02;coagulation factor viii;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
4967;NOVOFINE 31G 0.6 MM INS.IGNE UCU;V07AY;Other non-therapeutic auxiliary products;NULL;Normal
4968;NOVOFINE 32G 4MM;V07AY;Other non-therapeutic auxiliary products;NOVO NORDISK;Normal
4969;NOVOFINE NEEDLES 30 G 8 MM INS.IGNE UCU;V07AY;Other non-therapeutic auxiliary products;NOVONORDISK;Normal
4970;NOVOMIX 30 FLEXPEN 100 IU 5 FLEXPEN;A10AD05;insulin aspart;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
4971;NOVOMIX 30 PENFILL 3 ML 5 PENFILL;A10AD05;insulin aspart;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
4972;NOVOPYRINE 1 GR/2 ML 10 AMPUL;N02BB02;metamizole sodium;OSEL ILAÇ SAN. VE TIC. A.S.;Normal
4973;NOVORAPID 100 IU 1 FLAKON;A10AB05;insulin aspart;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
4974;NOVORAPID FLEXPEN 3 ML;A10AB05;insulin aspart;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Normal
4975;NOVOSEF 1000 MG IM 1 FLAKON;J01DD04;ceftriaxone;SANOFI ILAÇ SANAYI ve TIC. A.S.;Normal
4976;NOVOSEF 1000 MG IV 1 FLAKON;J01DD04;ceftriaxone;SANOFI ILAÇ SANAYI ve TIC. A.S.;Normal
4977;NOVOSEF 500 MG IM 1 FLAKON;J01DD04;ceftriaxone;SANOFI ILAÇ SANAYI ve TIC. A.S.;Normal
4978;NOVOSEF 500 MG IV 1 FLAKON;J01DD04;ceftriaxone;SANOFI ILAÇ SANAYI ve TIC. A.S.;Normal
4979;NOVOSEVEN RT 1 MG ENJ. COZELTI ICIN TOZ VE COZUCU;B02BD08;coagulation factor VIIa ;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
4980;NOVOSEVEN RT 2 MG ENJ. COZELTI ICIN TOZ VE COZUCU;B02BD08;coagulation factor VIIa ;NOVO NORDISK SAGLIK ÜRÜNLERI TIC. LTD. STI.;Turuncu
4981;NOVO-VULOTRAN FORTE-L  VAJINAL OVUL;G01AF20;combinations of imidazole derivatives;DEVA HOLDING A.S.;Normal
4982;NOXAFIL 100 MG 24 ENTERIK TABLET;J02AC04;posaconazole;MERCK SHARP DOHME ILAÇLARI LTD. STI.;Normal
4983;NOXAFIL 300 MG INFUZYON ICIN KONSANTRE COZELTI;J02AC04;posaconazole;MERCK SHARP DOHME ILAÇLARI LTD. STI.;Normal
4984;NOXAFIL 40 MG/ML ORAL SUSPANSIYON;J02AC04;posaconazole;MERCK SHARP DOHME ILAÇLARI LTD. STI.;Normal
4985;NTCAIN 100 MG/10ML IM AMPUL(50 AMPUL);N01BA02;procaine;ASSOS ILAÇ KIMYA GIDA ÜRÜNLERI ÜRETIM VE TIC. A.S.;Normal
4986;NUCALA 100 MG SC ENJEKSIYONLUK COZELTI ICIN LIYOFILIZE TOZ (1 FLAKON);R03DX09;mepolizumab;GLAXOSMITHKLINE ILAÇLARI SAN. VE TIC. A.S.;Normal
4987;NUMETA PED G16 %E INFUZYONLUK  EMULSIYON, 500 ML;B05BA10;combinations;EIP ECZACIBASI ILAÇ PAZARLAMA A.S.;Normal
4988;NUMETA PED G16 %E INFUZYONLUK EMULSIYON, 500 ML;B05BA10;combinations;BAXTER TURKEY RENAL HIZMETLER ANONIM SIRKETI;Normal
4989;NUROFEN COLD FLU 24 TABLET;M01AE51;ibuprofen, combinations;RECKITT BENCKISER TEMIZLIK MALZEMESI SANAYI VE TICARET ANONIM SIRKETI;Normal
4990;NUTRINEAL PERITON DIYALIZ COZELTISI (2000 ML CIFTLI TORBA, MINI KAPAKLI);B05D;PERITONEAL DIALYTICS;BAXTER TURKEY RENAL HIZMETLER ANONIM SIRKETI;Normal
4991;NUTRINEAL PERITON DIYALIZ COZELTISI (2500 ML TEKLI TORBA);B05D;PERITONEAL DIALYTICS;BAXTER TURKEY RENAL HIZMETLER ANONIM SIRKETI;Normal
5007;NUVARING 11,7 MG/2,7 MG VAJINAL ILAC TASIYICI SISTEM;G02BB01;vaginal ring with progestogen and estrogen;ORGANON TURKEY ILAÇLARI LIMITED SIRKETI;Normal
5008;NUVARING VAGINAL 1 HALKA;G02BB01;vaginal ring with progestogen and estrogen;MERCK SHARP DOHME ILAÇLARI LTD. STI.;Normal
5009;NUVIGIL 150 MG 30 TABLET;N06BA13;armodafinil;TEVA ILAÇLARI SANAYI VE TICARET A.S;Normal
5010;NUVIGIL 150 MG 7 TABLET;N06BA13;armodafinil;TEVA ILAÇLARI SANAYI VE TICARET A.S;Normal
5011;NUVIGIL 250 MG 30 TABLET;N06BA13;armodafinil;TEVA ILAÇLARI SANAYI VE TICARET A.S;Normal
5012;NYSTAFUR 500 MG/200.000 I.U. VAJINAL OVUL (12 OVUL);G01AA51;nystatin, combinations;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
5013;OBRAMIS %0,3 GOZ DAMLASI 5 ML COZELTI;S01AA12;tobramycin;WORLD MEDICINE ILAÇ SAN. VE TIC. A.S.;Normal
5014;OCERAL %1 10 GR KREM;D01AC11;oxiconazole;SABA ILAÇ SANAYI VE TICARET A.S.;Normal
5015;OCERAL %1 20 ML SPREY;D01AC11;oxiconazole;SABA ILAÇ SANAYI VE TICARET A.S.;Normal
5016;OCLADRA 2 MG/ML ENJEKSIYONLUK COZELTI ICEREN 1 FLAKON;L01BB04;cladribine;BIEM ILAÇ SAN. VE TIC. A.S.;Normal
5017;OCREVUS 300 MG/ 10ML INFUZYONLUK COZELTI HAZIRLAMAK ICIN KONSANTRE (1 FLAKON);L04AA36;ocrelizumab;ROCHE MÜSTAHZARLARI SANAYI ANONIM SIRKETI;"Normal "
5020;OCTANATE 1000 IU 1 FLAKON;B02BD02;coagulation factor viii;BERK ILAÇ ITHALAT VE PAZARLAMA A.S;Turuncu
5021;OCTANATE 500 IU 1 FLAKON;B02BD02;coagulation factor viii;BERK ILAÇ ITHALAT VE PAZARLAMA A.S;Turuncu
5022;OCTANINE F FAKTOR IX 1000 IU 1 FLAKON;B02BD04;coagulation factor ix;BERK ILAÇ ITHALAT VE PAZARLAMA A.S;Turuncu
5023;OCTOSTIM 15 MCG/ML IV/SC ENJEKSIYON ICIN COZELTI ICEREN 1 AMPUL;H01BA02;desmopressin;FERRING ILAÇ SANAYI VE TICARET LTD. STI.;Normal
5024;OCURIN % 0,05 GOZDAMLASI, EMULSIYON (5 ML);S01XA18;ciclosporin;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
5025;ODANAZOL 500 MG/3 ML IV INFUZYON ICIN COZELTI;J01XD03;ornidazole;HAVER FARMA ILAÇ ANONIM SIRKETI;Normal
5026;OFERTA 10 MG 28 FILM TABLET;N05AH03;olanzapine;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
5027;OFERTA 5 MG 28 FILM TABLET;N05AH03;olanzapine;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
5028;OFERTA 7,5 MG 28 FILM TABLET;N05AH03;olanzapine;SANOVEL ILAÇ SAN. VE TIC. A.S.;Normal
5029;OFEV 100 MG 60 YUMUSAK KAPSUL;L01EX09;nintedanib;BOEHRINGER INGELHEIM ILAÇ TICARET A.S.;Normal
5030;OFEV 150 MG 60 YUMUSAK KAPSUL;L01EX09;nintedanib;BOEHRINGER INGELHEIM ILAÇ TICARET A.S.;Normal
5031;OFNOL %0,1 STERIL OFTALMIK COZELTI;S01GX09;olopatadine;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
5032;OFNOL FRESH %0.1 + %0.15 STERIL OFT. COZELTI;S01GX09;olopatadine;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
5033;OFNOL-S %0,2 STERIL OFTALMIK COZELTI 2,5 ML;S01GX09;olopatadine;ABDI IBRAHIM ILAÇ SANAYI VE TICARET A.S;Normal
5034;OFTAMYCIN % 0,3  STERIL GOZ DAMLASI 5 ML;S01AA12;tobramycin;DEVA HOLDING A.S.;Normal
5035;OFTAMYCIN-DX %0,3+%0,1 STERIL GOZ MERHEMI (3,5 G);S01CA01;dexamethasone and antiinfectives;DEVA HOLDING A.S.;Normal
5036;OFTIFEN % 0,025 TEK DOZLUK GOZ DAMLASI 20 ADET;S01GX08;ketotifen;VEM ILAÇ SAN. VE TIC. ANONIM SIRKETI;Normal
5037;OFTOMIX GOZ DAMLASI 5 ML;S01ED51;timolol, combinations;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
5038;OKMETER DIRECT KAN SEKERI OLCUM CUBUGU;V07AY;Other non-therapeutic auxiliary products;DEVAMED ILAC VE KIMYA SANAYI TICARET LIMITED SIRKETI;Normal
5039;OKMETER DIRECT KAN SEKERI OLCUM SISTEMI;V07AY;Other non-therapeutic auxiliary products;DEVAMED ILAC VE KIMYA SANAYI TICARET LIMITED SIRKETI;Normal
5040;OKSABRON 50 MG 120 ML SURUP;R05DB07;oxolamine;DEVA HOLDING A.S.;Normal
5041;OKSAMEN 20 MG 10 TABLET;M01AC02;tenoxicam;GENSENTA ILAÇ SANAYI VE TICARET A.S.;Normal
5042;OKSAMEN-L 20 MG 1 FLAKON;M01AC02;tenoxicam;GENSENTA ILAÇ SANAYI VE TICARET A.S.;Normal
5043;OKSAPAR 4000 ANTI-XA IU/0,4 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (10 ENJEKTOR);B01AB05;enoxaparin;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
5044;OKSAPAR 6000 ANTI-XA IU/0,6 ML ENJEKSIYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (2 ENJEKTOR);B01AB05;enoxaparin;KOÇAK FARMA ILAÇ VE KIMYA SANAYI A.S.;Normal
5045;OKSITOSEL 5 IU /ML I.M. / I.V. ENJEKSIYONLUK COZELTI (3 AMPUL);H01BB02;oxytocin;HAVER FARMA ILAÇ ANONIM SIRKETI;Normal
5046;OLADIN %0,1 5 ML GOZ DAMLASI;S01GX09;olopatadine;BILIM ILAÇ SANAYII VE TICARET A.S.;Normal
5047;OLAXINN 10 MG AGIZDA DAGILAN 28 TABLET;N05AH03;olanzapine;GENVEON ILAÇ SANAYI VE TICARET A.S.;Normal
5048;OLAXINN 15 MG AGIZDA DAGILAN 28 TABLET;N05AH03;olanzapine;GENVEON ILAÇ SANAYI VE TICARET A.S.;Normal
5049;OLAXINN 20 MG AGIZDA DAGILAN 28 TABLET;N05AH03;olanzapine;GENVEON ILAÇ SANAYI VE TICARET A.S.;Normal
5050;OLAXINN 5 MG AGIZDA DAGILAN 28 TABLET;N05AH03;olanzapine;GENVEON ILAÇ SANAYI VE TICARET A.S.;Normal
5051;OLEDRO HOT EFERVESAN 500 MG 12 POSET;R05X;OTHER COLD PREPARATIONS;DROGSAN ILAÇLARI SAN. VE TIC. A.S.;Normal
5052;OLFREX 10 MG 28 TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5053;OLFREX 15 MG 28 TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5054;OLFREX 2,5 MG 28 FILM TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5055;OLFREX 20 MG 28 TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5056;OLFREX 5 MG 28 TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5057;OLFREX EASY TAB 10 MG 28 AGIZDA DAGILAN TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5058;OLFREX EASY TAB 15 MG 28 AGIZDA DAGILAN TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5059;OLFREX EASY TAB 2,5 MG 28 AGIZDA DAGILAN TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5060;OLFREX EASY TAB 20 MG 28 AGIZDA DAGILAN TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5061;OLFREX EASY TAB 5 MG 28 AGIZDA DAGILAN TABLET;N05AH03;olanzapine;NOBEL ILAÇ SAN. VE TIC. A.S.;Normal
5062;OLICLINOMEL N4-550E INFUZYONLUK ELEKTROLITLI AMINO ASIT COZELTISI, GLUKOZ COZELTISI, LIPID EMULSIYONU 1000 ML;B05BA10;combinations;EIP ECZACIBASI ILAÇ PAZARLAMA A.S.;Normal
5063;OLICLINOMEL N4-550E INFUZYONLUK ELEKTROLITLI AMINO ASIT COZELTISI, GLUKOZ COZELTISI, LIPID EMULSIYONU 1500 ML;B05BA10;combinations;EIP ECZACIBASI ILAÇ PAZARLAMA A.S.;Normal
